# ----------------------------------------
# Duke Chapel - GA4
# DCDevelopment_Pages and Screens by Date+Hour-Free form 1
# 20240224-20250423
# ----------------------------------------

Date + hour (YYYYMMDDHH),Page path and screen class,Page title and screen class,Page title and screen name,Content group,Views,Views per active user,Key events,Event count,Active users
2024061912,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1,0,14,3
2024061912,/events/university-worship-1719154800-1719158400,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),3,1,0,10,3
2024061912,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,1,0,10,3
2024061913,/about-chapel/support,Support | Duke University Chapel,Support | Duke University Chapel,(not set),3,3,0,10,1
2024061913,/archives,Preaching Archive | Duke University Chapel,Preaching Archive | Duke University Chapel,(not set),3,3,0,7,1
2024061914,/2011-sermons-archive,2011 Sermons Archive | Duke University Chapel,2011 Sermons Archive | Duke University Chapel,(not set),3,3,0,10,1
2024061914,/about-chapel/mission/dean,From the Dean | Duke University Chapel,From the Dean | Duke University Chapel,(not set),3,1.5,0,7,2
2024061914,/sacred-music-arts/music-worship/organs-carillon,Organs & Carillon | Duke University Chapel,Organs & Carillon | Duke University Chapel,(not set),3,3,0,8,1
2024061915,/about-chapel/staff,Staff | Duke University Chapel,Staff | Duke University Chapel,(not set),3,1,0,10,3
2024061915,/quadex-chaplains/quadex-chaplains-bios,Meet the QuadEx Chaplains | Duke University Chapel,Meet the QuadEx Chaplains | Duke University Chapel,(not set),3,3,0,8,1
2024061916,/about-chapel/staff,Staff | Duke University Chapel,Staff | Duke University Chapel,(not set),3,0.75,0,12,4
2024061916,/visit-events/reservation-requests/weddings,Weddings | Duke University Chapel,Weddings | Duke University Chapel,(not set),3,1,0,14,3
2024061916,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,1.5,0,6,2
2024061918,/archives,Preaching Archive | Duke University Chapel,Preaching Archive | Duke University Chapel,(not set),3,1.5,0,8,2
2024061919,/about-chapel/staff,Staff | Duke University Chapel,Staff | Duke University Chapel,(not set),3,1.5,0,8,2
2024061920,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1,0,9,3
2024061921,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,1,0,10,3
2024061922,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1.5,0,7,2
2024061923,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1,0,12,3
2024061923,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,1,0,10,3
2024062007,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1,0,10,3
2024062007,/events-day/2024-06-27,06/27/2024 | Duke University Chapel,06/27/2024 | Duke University Chapel,(not set),3,3,0,7,1
2024062010,/chapelview,Chapel View Magazine | Duke University Chapel,Chapel View Magazine | Duke University Chapel,(not set),3,3,0,6,1
2024062010,/visit-events/reservation-requests/tower-climbs,Tower Climbs | Duke University Chapel,Tower Climbs | Duke University Chapel,(not set),3,1,0,10,3
2024062011,/students/religious-life-groups,Religious Life Groups | Duke University Chapel,Religious Life Groups | Duke University Chapel,(not set),3,1,0,7,3
2024062012,/about-chapel/staff,Staff | Duke University Chapel,Staff | Duke University Chapel,(not set),3,0.75,0,11,4
2024062012,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1,0,6,3
2024062013,/about-chapel/staff,Staff | Duke University Chapel,Staff | Duke University Chapel,(not set),3,1,0,10,3
2024062013,/events/university-worship-1717340400-1717344000,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),3,1.5,0,4,2
2024062013,/visit-events,Visit & Events | Duke University Chapel,Visit & Events | Duke University Chapel,(not set),3,1,0,11,3
2024062013,/visit-events/reservation-requests/weddings,Weddings | Duke University Chapel,Weddings | Duke University Chapel,(not set),3,1.5,0,11,2
2024062014,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,3,0,8,1
2024062015,/events/university-worship-1719154800-1719158400,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),3,1.5,0,6,2
2024062015,/search/google,Search | Duke University Chapel,Search | Duke University Chapel,(not set),3,1.5,0,9,2
2024062016,/wedding-inquiry-form,Wedding Inquiry Form | Duke University Chapel,Wedding Inquiry Form | Duke University Chapel,(not set),3,1.5,0,11,2
2024062017,/about-chapel,About the Chapel | Duke University Chapel,About the Chapel | Duke University Chapel,(not set),3,1,0,9,3
2024062018,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1.5,0,6,2
2024062019,/about-chapel,About the Chapel | Duke University Chapel,About the Chapel | Duke University Chapel,(not set),3,1,0,8,3
2024062019,/christian-worship/worship-services,Worship Services | Duke University Chapel,Worship Services | Duke University Chapel,(not set),3,1.5,0,7,2
2024062020,/events/adult-forum-keep-curious-1719150300-1719153900,"Adult Forum: ""Keep Curious"" | Duke University Chapel","Adult Forum: ""Keep Curious"" | Duke University Chapel",(not set),3,1.5,0,6,2
2024062021,/about-chapel/staff,Staff | Duke University Chapel,Staff | Duke University Chapel,(not set),3,1,0,10,3
2024062022,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1,0,11,3
2024062100,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,3,0,6,1
2024062106,/archives,Preaching Archive | Duke University Chapel,Preaching Archive | Duke University Chapel,(not set),3,3,0,10,1
2024062108,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,3,0,6,1
2024062109,/archives,Preaching Archive | Duke University Chapel,Preaching Archive | Duke University Chapel,(not set),3,1.5,0,8,2
2024062110,/2006-sermons-archive,2006 Sermons Archive | Duke University Chapel,2006 Sermons Archive | Duke University Chapel,(not set),3,3,0,11,1
2024062110,/archives,Preaching Archive | Duke University Chapel,Preaching Archive | Duke University Chapel,(not set),3,1,0,9,3
2024062110,/archives/preaching,Preaching Archive | Duke University Chapel,Preaching Archive | Duke University Chapel,(not set),3,3,0,8,1
2024062110,/search/google,Search | Duke University Chapel,Search | Duke University Chapel,(not set),3,3,0,9,1
2024062110,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,3,0,8,1
2024062112,/about-chapel/history-architecture,History & Architecture | Duke University Chapel,History & Architecture | Duke University Chapel,(not set),3,1,0,8,3
2024062112,/sacred-music-arts/2023–2024-concert-season,2023–2024 Concert Season | Duke University Chapel,2023–2024 Concert Season | Duke University Chapel,(not set),3,1,0,4,3
2024062116,/the-booth-visitor-faq,the Booth Visitor FAQ | Duke University Chapel,the Booth Visitor FAQ | Duke University Chapel,(not set),3,3,0,7,1
2024062117,/SundayService,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),3,1.5,0,6,2
2024062118,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,3,0,6,1
2024062118,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,0.75,0,12,4
2024062119,/about-chapel/history-architecture,History & Architecture | Duke University Chapel,History & Architecture | Duke University Chapel,(not set),3,1,0,6,3
2024062120,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,3,0,7,1
2024062121,/events-month/2024-4,04/2024 | Duke University Chapel,04/2024 | Duke University Chapel,(not set),3,3,0,6,1
2024062121,/events-month/2024-7,07/2024 | Duke University Chapel,07/2024 | Duke University Chapel,(not set),3,1.5,0,6,2
2024062122,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,0.75,0,10,4
2024062123,/events-day/2024-06-21,06/21/2024 | Duke University Chapel,06/21/2024 | Duke University Chapel,(not set),3,3,0,6,1
2024062200,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1,0,9,3
2024062200,/events/catholic-mass-duke-chapel-1513562400-1513566000,Catholic Mass - Duke Chapel | Duke University Chapel,Catholic Mass - Duke Chapel | Duke University Chapel,(not set),3,1.5,0,10,2
2024062204,/2011-sermons-archive,2011 Sermons Archive | Duke University Chapel,2011 Sermons Archive | Duke University Chapel,(not set),3,3,0,9,1
2024062207,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1,0,12,3
2024062208,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1.5,0,8,2
2024062209,/events/catholic-mass-duke-chapel-1513562400-1513566000,Catholic Mass - Duke Chapel | Duke University Chapel,Catholic Mass - Duke Chapel | Duke University Chapel,(not set),3,3,0,9,1
2024062209,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,1.5,0,9,2
2024062210,/search/google,Search | Duke University Chapel,Search | Duke University Chapel,(not set),3,3,0,11,1
2024062210,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,1,0,11,3
2024062211,/archives,Preaching Archive | Duke University Chapel,Preaching Archive | Duke University Chapel,(not set),3,3,0,9,1
2024062211,/archives/preaching,Preaching Archive | Duke University Chapel,Preaching Archive | Duke University Chapel,(not set),3,1,0,8,3
2024062212,/SundayService,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),3,1,0,10,3
2024062213,/2011-sermons-archive,2011 Sermons Archive | Duke University Chapel,2011 Sermons Archive | Duke University Chapel,(not set),3,3,0,5,1
2024062213,/christian-worship/worship-services/sunday-morning-worship-service,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),3,3,0,6,1
2024062213,/events/chapel-closed-public-100-500-pm-1719076500-1719090000,Chapel Closed to the Public from 1:00 to 5:00 P.M. | Duke University Chapel,Chapel Closed to the Public from 1:00 to 5:00 P.M. | Duke University Chapel,(not set),3,3,0,5,1
2024062214,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1,0,9,3
2024062214,/SundayService,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),3,1,0,8,3
2024062214,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1,0,9,3
2024062214,/events-month/2024-7,07/2024 | Duke University Chapel,07/2024 | Duke University Chapel,(not set),3,1.5,0,5,2
2024062215,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1.5,0,6,2
2024062216,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,0.75,0,15,4
2024062216,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1.5,0,5,2
2024062216,/visit-events,Visit & Events | Duke University Chapel,Visit & Events | Duke University Chapel,(not set),3,1.5,0,12,2
2024062217,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1,0,9,3
2024062217,/about-chapel/staff,Staff | Duke University Chapel,Staff | Duke University Chapel,(not set),3,1,0,8,3
2024062217,/events/university-worship-1719154800-1719158400,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),3,1,0,8,3
2024062218,/events/university-worship-1719154800-1719158400,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),3,1,0,4,3
2024062220,/about-chapel/staff,Staff | Duke University Chapel,Staff | Duke University Chapel,(not set),3,1.5,0,12,2
2024062220,/prayer-and-scripture-verses-offered-wake-texas-mass-shooting,Prayer and Scripture Verses Offered in the Wake of Texas Mass Shooting | Duke University Chapel,Prayer and Scripture Verses Offered in the Wake of Texas Mass Shooting | Duke University Chapel,(not set),3,3,0,8,1
2024062221,/christian-worship/worship-services,Worship Services | Duke University Chapel,Worship Services | Duke University Chapel,(not set),3,1,0,12,3
2024062221,/events-day/2024-07-07,07/07/2024 | Duke University Chapel,07/07/2024 | Duke University Chapel,(not set),3,3,0,6,1
2024062221,/events/university-worship-1719759600-1719764100,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),3,3,0,6,1
2024062222,/events-day/2024-06-23,06/23/2024 | Duke University Chapel,06/23/2024 | Duke University Chapel,(not set),3,1,0,6,3
2024062222,/visit-events/reservation-requests/tower-climbs,Tower Climbs | Duke University Chapel,Tower Climbs | Duke University Chapel,(not set),3,1.5,0,5,2
2024062223,/christian-worship/worship-services,Worship Services | Duke University Chapel,Worship Services | Duke University Chapel,(not set),3,1.5,0,10,2
2024062306,/events/university-worship-1719154800-1719158400,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),3,1,0,5,3
2024062308,/christian-worship/worship-services,Worship Services | Duke University Chapel,Worship Services | Duke University Chapel,(not set),3,1.5,0,9,2
2024062308,/events-day/2024-06-30,06/30/2024 | Duke University Chapel,06/30/2024 | Duke University Chapel,(not set),3,3,0,6,1
2024062308,/visual-art-exhibition-duke-chapel-explores-‘complicated-truths’-life,Visual Art Exhibition at Duke Chapel Explores ‘Complicated Truths’ of Life | Duke University Chapel,Visual Art Exhibition at Duke Chapel Explores ‘Complicated Truths’ of Life | Duke University Chapel,(not set),3,1.5,0,9,2
2024062309,/events/guided-tour-duke-chapel-1580663700-1580666400,Guided Tour of Duke Chapel | Duke University Chapel,Guided Tour of Duke Chapel | Duke University Chapel,(not set),3,1.5,0,7,2
2024062310,/events-day/2024-06-23,06/23/2024 | Duke University Chapel,06/23/2024 | Duke University Chapel,(not set),3,1,0,6,3
2024062310,/events/public-tour-duke-chapel-1719159300-1719162000,Public Tour of Duke Chapel | Duke University Chapel,Public Tour of Duke Chapel | Duke University Chapel,(not set),3,1.5,0,4,2
2024062310,/staff/rev-racquel-cn-gill,The Rev. Racquel C. N. Gill | Duke University Chapel,The Rev. Racquel C. N. Gill | Duke University Chapel,(not set),3,1.5,0,10,2
2024062311,/about-chapel/history-architecture,History & Architecture | Duke University Chapel,History & Architecture | Duke University Chapel,(not set),3,1.5,0,8,2
2024062311,/events-month/2024-8,08/2024 | Duke University Chapel,08/2024 | Duke University Chapel,(not set),3,1.5,0,6,2
2024062312,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,1,0,10,3
2024062313,/events-day/2024-06-23,06/23/2024 | Duke University Chapel,06/23/2024 | Duke University Chapel,(not set),3,1.5,0,4,2
2024062314,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1,0,7,3
2024062314,/events-day/2024-06-23,06/23/2024 | Duke University Chapel,06/23/2024 | Duke University Chapel,(not set),3,1,0,6,3
2024062314,/events/university-worship-1719154800-1719158400,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),3,0.75,0,6,4
2024062314,/visit-events,Visit & Events | Duke University Chapel,Visit & Events | Duke University Chapel,(not set),3,1,0,14,3
2024062314,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,0.75,0,9,4
2024062315,/christian-worship/worship-services,Worship Services | Duke University Chapel,Worship Services | Duke University Chapel,(not set),3,1,0,9,3
2024062315,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1.5,0,7,2
2024062315,/visit-events,Visit & Events | Duke University Chapel,Visit & Events | Duke University Chapel,(not set),3,1.5,0,8,2
2024062316,/SundayService,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),3,1,0,9,3
2024062317,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1,0,6,3
2024062318,/archives,Preaching Archive | Duke University Chapel,Preaching Archive | Duke University Chapel,(not set),3,3,0,6,1
2024062318,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,0.75,0,10,4
2024062319,/visit-events,Visit & Events | Duke University Chapel,Visit & Events | Duke University Chapel,(not set),3,1,0,10,3
2024062320,/SundayService,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),3,1,0,9,3
2024062322,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,0.75,0,12,4
2024062322,/SundayService,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),3,1.5,0,7,2
2024062322,/visit-events/reservation-requests/weddings,Weddings | Duke University Chapel,Weddings | Duke University Chapel,(not set),3,1.5,0,11,2
2024062323,/SundayService,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),3,1.5,0,5,2
2024062323,/sacred-music-arts/music-worship/chapel-choir,Chapel Choir | Duke University Chapel,Chapel Choir | Duke University Chapel,(not set),3,3,0,9,1
2024062400,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1,0,12,3
2024062401,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,3,0,6,1
2024062405,/search/google,Search | Duke University Chapel,Search | Duke University Chapel,(not set),3,3,0,7,1
2024062407,/prayers-students-during-exams,Prayers for Students during Exams | Duke University Chapel,Prayers for Students during Exams | Duke University Chapel,(not set),3,1,0,11,3
2024062409,/SundayService,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),3,1.5,0,8,2
2024062409,/archives/preaching,Preaching Archive | Duke University Chapel,Preaching Archive | Duke University Chapel,(not set),3,1.5,0,11,2
2024062409,/events/university-worship-1719154800-1719158400,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),3,1,0,4,3
2024062410,/2006-sermons-archive,2006 Sermons Archive | Duke University Chapel,2006 Sermons Archive | Duke University Chapel,(not set),3,1,0,11,3
2024062412,/about-chapel/staff,Staff | Duke University Chapel,Staff | Duke University Chapel,(not set),3,1,0,8,3
2024062412,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1.5,0,6,2
2024062412,/events/university-worship-1719154800-1719158400,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),3,1,0,6,3
2024062412,/sacred-music-arts/visual-performing-arts/c-eric-lincoln-theology-arts-fellowship,C. Eric Lincoln Theology & Arts Fellowship | Duke University Chapel,C. Eric Lincoln Theology & Arts Fellowship | Duke University Chapel,(not set),3,3,0,11,1
2024062413,/christian-worship,Christian Worship | Duke University Chapel,Christian Worship | Duke University Chapel,(not set),3,1,0,6,3
2024062414,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,3,0,8,1
2024062414,/events-month/2024-10,10/2024 | Duke University Chapel,10/2024 | Duke University Chapel,(not set),3,3,0,5,1
2024062414,/events-month/2024-7,07/2024 | Duke University Chapel,07/2024 | Duke University Chapel,(not set),3,3,0,5,1
2024062414,/sermon-resources,Sermon Resources | Duke University Chapel,Sermon Resources | Duke University Chapel,(not set),3,3,0,11,1
2024062415,/visit-events/reservation-requests/tower-climbs,Tower Climbs | Duke University Chapel,Tower Climbs | Duke University Chapel,(not set),3,1.5,0,11,2
2024062416,/about-chapel,About the Chapel | Duke University Chapel,About the Chapel | Duke University Chapel,(not set),3,1.5,0,9,2
2024062416,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1,0,6,3
2024062416,/visit-events,Visit & Events | Duke University Chapel,Visit & Events | Duke University Chapel,(not set),3,1.5,0,9,2
2024062417,/SundayService,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),3,0.75,0,9,4
2024062417,/christian-worship/worship-services,Worship Services | Duke University Chapel,Worship Services | Duke University Chapel,(not set),3,1,0,6,3
2024062417,/hymn-competition,Hymn Competition | Duke University Chapel,Hymn Competition | Duke University Chapel,(not set),3,3,0,8,1
2024062419,/prayers-students-during-exams,Prayers for Students during Exams | Duke University Chapel,Prayers for Students during Exams | Duke University Chapel,(not set),3,3,0,8,1
2024062420,/prayers-students-during-exams,Prayers for Students during Exams | Duke University Chapel,Prayers for Students during Exams | Duke University Chapel,(not set),3,1.5,0,9,2
2024062422,/events-day/2024-06-25,06/25/2024 | Duke University Chapel,06/25/2024 | Duke University Chapel,(not set),3,3,0,7,1
2024062505,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1.5,0,8,2
2024062508,/visit-events/reservation-requests/weddings,Weddings | Duke University Chapel,Weddings | Duke University Chapel,(not set),3,1.5,0,8,2
2024062509,/2008-sermons-archive,2008 Sermons Archive | Duke University Chapel,2008 Sermons Archive | Duke University Chapel,(not set),3,3,0,10,1
2024062509,/early-music-performances-june-14–16,Early Music Performances June 14–16 | Duke University Chapel,Early Music Performances June 14–16 | Duke University Chapel,(not set),3,3,0,6,1
2024062509,/events-day/2024-06-14,06/14/2024 | Duke University Chapel,06/14/2024 | Duke University Chapel,(not set),3,3,0,6,1
2024062510,/SundayService,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),3,1.5,0,9,2
2024062510,/crop-drop-service-project-august-26,Crop Drop Service Project on August 26 | Duke University Chapel,Crop Drop Service Project on August 26 | Duke University Chapel,(not set),3,1,0,10,3
2024062510,/events/memorial-service-bob-harris-former-voice-blue-devils-1719511200,"Memorial Service for Bob Harris, former ""Voice of the Blue Devils"" | Duke University Chapel","Memorial Service for Bob Harris, former ""Voice of the Blue Devils"" | Duke University Chapel",(not set),3,1.5,0,10,2
2024062512,/about-chapel,About the Chapel | Duke University Chapel,About the Chapel | Duke University Chapel,(not set),3,1,0,12,3
2024062512,/christian-worship/worship-services,Worship Services | Duke University Chapel,Worship Services | Duke University Chapel,(not set),3,1,0,12,3
2024062512,/events-day/2024-06-30,06/30/2024 | Duke University Chapel,06/30/2024 | Duke University Chapel,(not set),3,3,0,6,1
2024062513,/about-chapel/mission/dean,From the Dean | Duke University Chapel,From the Dean | Duke University Chapel,(not set),3,1.5,0,5,2
2024062516,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,3,0,7,1
2024062519,/archives,Preaching Archive | Duke University Chapel,Preaching Archive | Duke University Chapel,(not set),3,1.5,0,5,2
2024062519,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1.5,0,8,2
2024062519,/events-month/2024-4,04/2024 | Duke University Chapel,04/2024 | Duke University Chapel,(not set),3,3,0,5,1
2024062519,/events-month/2024-5,05/2024 | Duke University Chapel,05/2024 | Duke University Chapel,(not set),3,3,0,4,1
2024062519,/events-month/2024-7,07/2024 | Duke University Chapel,07/2024 | Duke University Chapel,(not set),3,1.5,0,5,2
2024062519,/events-month/2024-8,08/2024 | Duke University Chapel,08/2024 | Duke University Chapel,(not set),3,1.5,0,4,2
2024062520,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1,0,9,3
2024062522,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1,0,9,3
2024062522,/SundayService,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),3,3,0,7,1
2024062522,/livingtradition,Living Tradition | Duke University Chapel,Living Tradition | Duke University Chapel,(not set),3,3,0,7,1
2024062523,/about-chapel,About the Chapel | Duke University Chapel,About the Chapel | Duke University Chapel,(not set),3,1.5,0,8,2
2024062605,/about-chapel/history-architecture,History & Architecture | Duke University Chapel,History & Architecture | Duke University Chapel,(not set),3,1,0,9,3
2024062606,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1.5,0,6,2
2024062606,/2011-sermons-archive,2011 Sermons Archive | Duke University Chapel,2011 Sermons Archive | Duke University Chapel,(not set),3,1.5,0,10,2
2024062607,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1.5,0,8,2
2024062609,/visit-events/reservation-requests/tower-climbs,Tower Climbs | Duke University Chapel,Tower Climbs | Duke University Chapel,(not set),3,1.5,0,10,2
2024062610,/visit-events/reservation-requests/tower-climbs,Tower Climbs | Duke University Chapel,Tower Climbs | Duke University Chapel,(not set),3,0.75,0,10,4
2024062611,/events-day/2024-07-19,07/19/2024 | Duke University Chapel,07/19/2024 | Duke University Chapel,(not set),3,3,0,7,1
2024062612,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1,0,8,3
2024062612,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,1.5,0,9,2
2024062615,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1,0,12,3
2024062615,/prayers-students-during-exams,Prayers for Students during Exams | Duke University Chapel,Prayers for Students during Exams | Duke University Chapel,(not set),3,1,0,11,3
2024062616,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1,0,7,3
2024062616,/events-day/2024-06-30,06/30/2024 | Duke University Chapel,06/30/2024 | Duke University Chapel,(not set),3,1,0,5,3
2024062616,/events/program-sacred-and-secular-song-goodson-chapel-1718407800-1718411400,A Program of Sacred and Secular Song [Goodson Chapel] | Duke University Chapel,A Program of Sacred and Secular Song [Goodson Chapel] | Duke University Chapel,(not set),3,1.5,0,8,2
2024062617,/alumni-guest-preachers-summer-2024,Alumni Guest Preachers Summer 2024 | Duke University Chapel,Alumni Guest Preachers Summer 2024 | Duke University Chapel,(not set),3,3,0,5,1
2024062617,/archives,Preaching Archive | Duke University Chapel,Preaching Archive | Duke University Chapel,(not set),3,3,0,11,1
2024062617,/events/university-worship-1719759600-1719764100,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),3,1.5,0,7,2
2024062621,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,1,0,16,3
2024062622,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,0.75,0,14,4
2024062623,/events/list/week,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1.5,0,7,2
2024062700,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),3,1.5,0,14,2
2024062706,/events/university-worship-1719759600-1719764100,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),3,3,0,5,1
2024062708,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,1.5,0,7,2
2024062709,/alumni-guest-preachers-summer-2024,Alumni Guest Preachers Summer 2024 | Duke University Chapel,Alumni Guest Preachers Summer 2024 | Duke University Chapel,(not set),3,1,0,10,3
2024062709,/events-month/2024-7,07/2024 | Duke University Chapel,07/2024 | Duke University Chapel,(not set),3,1.5,0,6,2
2024062710,/about-chapel/history-architecture,History & Architecture | Duke University Chapel,History & Architecture | Duke University Chapel,(not set),3,1.5,0,8,2
2024062710,/visit-events/reservation-requests/tower-climbs,Tower Climbs | Duke University Chapel,Tower Climbs | Duke University Chapel,(not set),3,1,0,10,3
2024062711,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),3,1,0,6,3
2024062711,/media/browser,Media browser | Duke University Chapel,Media browser | Duke University Chapel,(not set),3,3,0,12,1
2024062713,/christian-worship/worship-services,Worship Services | Duke University Chapel,Worship Services | Duke University Chapel,(not set),3,1,0,9,3
2024062715,/about-chapel/staff,Staff | Duke University Chapel,Staff | Duke University Chapel,(not set),3,3,0,12,1
2024062715,/christian-worship/worship-services,Worship Services | Duke University Chapel,Worship Services | Duke University Chapel,(not set),3,1.5,0,11,2
2024062715,/sunday-service-weekend,Sunday Service This Weekend | Duke University Chapel,Sunday Service This Weekend | Duke University Chapel,(not set),3,1.5,0,7,2
2024062715,/visit-events/visit,Visit | Duke University Chapel,Visit | Duke University Chapel,(not set),3,1.5,0,7,2
2024062716,/about-chapel/mission/dean,From the Dean | Duke University Chapel,From the Dean | Duke University Chapel,(not set),3,1.5,0,6,2
2024062716,/alumni-guest-preachers-summer-2024,Alumni Guest Preachers Summer 2024 | Duke University Chapel,Alumni Guest Preachers Summer 2024 | Duke University Chapel,(not set),3,1.5,0,7,2
2024062716,/sunday-service-weekend,Sunday Service This Weekend | Duke University Chapel,Sunday Service This Weekend | Duke University Chapel,(not set),3,1,0,13,3
