Content,Video title,Video publish time,Duration,Comments added,Shares,Likes,Views,Watch time (hours),Subscribers,Impressions,Impressions click-through rate (%)
94E4jlPzmBE,Sunday Service - 9/25/11 - Sam Wells,"Sep 26, 2011",5052,5,0,5,1166,51.27,0,2751,2.36
9XYiwdHOfEw,Catholic Mass - 1/22/12 - 3rd Sunday in Ordinary Time,"Jan 23, 2012",4702,5,6,11,5838,262.4831,7,5716,7.42
9zOY6npJTFg,Sunday Service - 1/20/13 - John Kinney,"Jan 20, 2013",5168,5,25,16,4101,641.7792,2,10293,3.88
BN4FuVJPJTQ,Sunday Morning Worship Service - 2/25/24 - David Ntim,"Feb 26, 2024",3825,5,41,24,1567,346.2319,7,16002,5.11
Ch83aYJydI0,Easter Sunday Worship Service - 4/5/15 - Luke Powery,"Apr 5, 2015",5116,5,39,28,9840,1265.2692,9,40176,6.47
Dk2Sui-IHVY,Sunday Morning Worship Service - 4/25/21 - Rev. Bruce Puckett,"Apr 25, 2021",5126,5,12,22,1857,417.2283,10,24134,4.2
EdsyEXCGWVo,Service of Thanksgiving and Remembrance Honoring Deceased Alumni,"Apr 16, 2021",2140,5,4,8,310,16.8747,0,12571,1.18
FOgyRSQCOKQ,A Celebration of Martin Luther King Jr. 2013,"Jan 23, 2013",8276,5,6,7,918,99.3633,0,1718,2.56
HaeWFpeUrzE,Sunday Morning Worship Service - 8/18/19 - Rev. Bruce Puckett,"Aug 18, 2019",4424,5,5,9,854,191.1493,0,10405,2.92
IN9soDdrdEc,Sunday Morning Worship Service - 11/25/18 - Rev. Bruce Puckett,"Nov 25, 2018",5328,5,8,8,1033,244.0852,-1,9244,4.45
InU8veOTV6Y,Dr Robert Parkins performs Gigout's Toccata,"Mar 5, 2009",219,5,6,6,6353,56.5338,2,5726,3.65
KAIg5EeyZac,"Dr David Arcus performs selctions from Vierne's Pièces de Fantaisie, Op. 53","Mar 5, 2009",809,5,0,7,2133,27.2683,1,2823,3.12
KWBrIOG4Vns,Choral Evensong Worship Service - 10/10/21,"Oct 10, 2021",3786,5,15,20,749,110.3359,0,15256,2.61
K_c6Zr_M1gA,Sunday Service - 12/19/10 - Sam Wells,"Dec 20, 2010",4691,5,2,3,1581,87.2734,0,2017,2.93
KkGT7Ss4XRs,Duke Chapel Live - 12/9/2012,"Dec 9, 2012",5474,5,0,2,415,94.6207,0,22,0
LQL2igaOcFQ,Catholic Mass - 11/20/11 - Solemnity of Our Lord Jesus Christ The King,"Nov 21, 2011",4681,5,1,7,3544,134.3117,3,5348,3.78
MEr__nIzb_M,Choral Evensong Worship Service - 10/16/14,"Oct 16, 2014",4494,5,15,18,4591,510.0305,11,10879,3.88
NXODu6ro4I4,Memorial Service for Dr. H. Keith H. Brodie,"Dec 5, 2016",5104,5,42,11,2135,374.7331,4,4926,3.69
OgTnjFYQkoY,Sunday Morning Worship Service - 1/1/23 - Rt. Rev. Anne Hodges-Copple,"Jan 1, 2023",4291,5,22,13,1161,323.4462,2,15712,4.03
Ppt_Xk_-wjQ,The Marvel of This Night: Christmas at Duke University Chapel,"Dec 26, 2019",3567,5,330,133,6717,1304.374,36,39674,3.66
QrgJ1iBCw9g,Duke Chapel live - 2/5/2012,"Feb 5, 2012",5150,5,0,0,273,0.5774,0,0,
TDPwPBzxULY,Choral Evensong Worship Service - 2/4/18,"Feb 4, 2018",3200,5,4,7,1012,183.5408,1,10533,3.86
_42uwA-UEVk,The 23rd Psalm (Bobby McFerrin),"Feb 11, 2021",207,5,120,44,4455,133.6645,7,15914,5.77
_OH-tyUA7RE,Sunday Morning Worship Service - 9/18/22 - Rev. Racquel Gill,"Sep 18, 2022",5781,5,25,14,1215,351.0451,1,13080,5.26
acYTOFOQBhg,All Hallows' Eve - 10/31/2017,"Nov 1, 2017",5107,5,21,15,1489,173.2093,1,7335,4.57
d2z__fkwNgQ,Choral Evensong Worship Service - 7/16/17,"Jul 16, 2017",4868,5,54,33,3781,677.7854,1,13258,4.74
dUaD1dk_vUk,Sunday Morning Worship Service - 2/16/20 - Rev. Dr. Thomas Long,"Feb 16, 2020",4569,5,70,38,5085,796.9205,28,34095,4.54
dqEB2OILV50,"Dr David Arcus performs selections from Howells' Three Psalm Preludes, Op. 32","Mar 5, 2009",662,5,0,8,3447,39.7595,0,3421,2.66
g9yeWw1zJvE,Sunday Morning Worship Service - 9/23/18 - Rev. Dr. Lillian Daniel,"Sep 23, 2018",5538,5,56,17,2671,490.6711,3,15808,4.92
gLSBtTYL6iA,Catholic Mass - 1/8/12 - The Epiphany of the Lord,"Jan 9, 2012",3872,5,5,12,8462,337.6767,8,6477,8.12
gvAHTzCJl2A,Sunday Morning Worship Service - 4/10/22 - Rev. Dr. Luke A. Powery,"Apr 10, 2022",4776,5,30,18,1567,412.1418,5,18866,4.96
iMdY_ujfnO0,Sunday Morning Worship Service - 5/15/22,"May 15, 2022",4587,5,14,15,1349,321.9741,3,18230,4.16
kg5GUtp3-Ts,Duke Chapel Live - 10/7/2012,"Oct 7, 2012",6615,5,1,9,719,204.878,0,3,0
mgBA_5RiKEc,Sunday Service - 9/2/12 - Barbara Brown Taylor,"Sep 3, 2012",4985,5,96,44,16801,2725.4412,21,47721,5.18
mjPCq0V8Fuw,Choral Evensong Worship Service - 9/11/16,"Sep 11, 2016",3204,5,7,6,1020,113.2974,0,2494,2.89
obQZdK0b8vc,Sunday Morning Worship Service - 3/10/24 - Rev. Dr. Jennifer Copeland,"Mar 11, 2024",4705,5,38,14,1361,348.3301,3,12953,5.54
qPSi4WQCllA,Jazz Vespers - 11/13/18,"Nov 14, 2018",5263,5,9,5,609,76.431,0,7185,3.22
r0ZwA25ZFzw,Sunday Morning Worship Service - 9/4/22 - Dean Luke A. Powery,"Sep 4, 2022",4216,5,20,22,1533,405.2281,1,23167,3.6
tZUR8UCDwRI,Sunday Morning Worship Service - 3/8/20 - Rev. Dr. Carol Gregg,"Mar 8, 2020",5290,5,17,10,1310,314.0889,2,12226,3.73
tklkrkydiLQ,Catholic Mass - 6/24/12 - 12th Sunday in Ordinary Time (Nativity of Saint John the Baptist),"Jun 25, 2012",4458,5,2,7,2606,153.0229,2,4703,7.48
ugL4Z5jv1Rg,Sunday Service - 9/15/13 - Fleming Rutledge,"Sep 15, 2013",5286,5,78,24,5249,960.9167,14,23387,4.73
vc2vCswH7wY,2023 Christmas Eve Lessons and Carols,"Dec 25, 2023",6508,5,57,44,2701,637.9454,15,33581,5.15
yrKWZcXxrYI,Choral Evensong Worship Service - 3/17/19,"Mar 17, 2019",3274,5,49,29,3562,371.083,5,28062,6.04
 -b4AG54IBJc,Christmas Eve Worship Service 4 PM - 12/24/16,"Dec 24, 2016",6146,4,6,5,1090,129.715,3,3337,2.52
1618xE3etHk,University Worship Service - 7/16/17 - Rev. Bruce Puckett,"Jul 16, 2017",6149,4,9,9,1029,253.531,0,3116,1.99
1rOq3ZJs8UQ,"Duke Divinity School Baccalaureate Service 2012, 6:30PM, May 12, 2012","May 13, 2012",9051,4,64,23,7252,626.1228,3,5872,7.25
1yDEHwGGuEE,Sunday Morning Worship Service - 11/12/23 - Dean Luke Powery,"Nov 13, 2023",5886,4,21,25,1334,391.6778,4,13871,5.44
388qR35A7g4,Celebration of Music,"May 10, 2017",168,4,22,10,2018,40.4374,4,15048,5.39
3eg6xdaJqfk,Sunday Morning Worship Service - 3/28/21 - Rev. Bruce Puckett,"Mar 28, 2021",4450,4,12,16,1601,464.1575,3,13990,6.43
423KwLakxxU,2017 Baccalaureate Service: Surnames R-Z,"May 13, 2017",5124,4,3,1,370,63.6981,0,2797,1
49b3jXJagTY,Choral Evensong Worship Service - 10/30/16,"Oct 30, 2016",3460,4,2,7,583,110.291,0,1793,1.56
4T2pp2mI-J8,School of Nursing Hooding and Recognition Ceremony,"Dec 11, 2021",6356,4,127,37,2443,663.8,7,35018,1.3
6i1aYaZi5Wc,Choral Evensong Worship Service (RSCM Carolina Course) - 7/15/18,"Jul 15, 2018",5008,4,53,28,3072,640.6147,7,21829,5.35
7Ig6xK12zJw,Choral Vespers Worship Service - 9/6/18,"Sep 6, 2018",2502,4,5,4,478,52.5113,2,15487,0.83
8YniwQX3eYg,Sunday Service - 7/18/10 - Vernon Tyson,"Jul 21, 2010",4739,4,13,7,2316,152.0715,2,2165,4.99
8xqA-QETVQE,Christmas Eve Service of Lessons and Carols - 2013,"Jan 15, 2014",6391,4,16,17,5918,752.9515,4,23561,4.35
9eGAN5L_BNY,J. Samuel Hammond Plays the Duke Chapel Carillon,"Dec 21, 2018",163,4,121,48,7037,202.4547,9,28238,5.81
9l2NDkgj6NI,University Worship Service - 9/11/16 - Luke Powery,"Sep 12, 2016",5149,4,8,6,1148,237.2655,0,3207,3.62
9vNGEeYgWV8,University Worship Service - 8/14/16 - Esther Acolatse,"Aug 14, 2016",5131,4,30,8,1543,266.2741,7,3289,7.18
AO4HitsnaG4,Sunday Morning Worship Service - 1/19/20 - Rev. Dr. Soong-Chan Rah,"Jan 19, 2020",4683,4,18,10,1296,293.2224,5,13823,3.69
AmY_opEnhVU,Choral Evensong Worship Service - 11/13/14,"Nov 13, 2014",4167,4,2,2,683,106.1685,1,1574,2.41
AuX4krcI52Q,On Wings of Song (Gwyneth Walker),"Aug 6, 2024",298,4,80,36,3839,180.8372,7,24970,5.3
BkEtuLo8-jA,The Lord Shall Come and Not Be Slow (Zebulon M. Highben),"Dec 26, 2020",238,4,135,61,4523,179.4473,15,16848,8.05
DR6D7lm39fU,Listen to the Carillon Livestream Weekdays at 5:00 P.M.,"Apr 11, 2020",34,4,21,82,3061,23.1392,18,47668,2
DVsFRr0Sl4o,Sunday Morning Worship Service - 11/14/21 - Rev. Bruce Puckett,"Nov 14, 2021",4897,4,20,16,1342,417.2418,2,16266,4.3
Dy_VtZdd9-A,Catholic Mass - 3/24/13 - Palm Sunday of the Passion of the Lord,"Mar 25, 2013",4074,4,15,17,9261,699.6449,11,32062,4.75
EbCn_yxXOpk,Sunday Morning Worship Service - 5/22/22,"May 22, 2022",4122,4,7,14,1230,313.5319,3,17329,4.14
F7Tr2chxQUI,Faith and Learning Profile: Singing as a Language for God,"Aug 17, 2022",231,4,16,17,940,30.0806,1,16304,2.56
G85oiNEixxw,A Service of Lament and Healing,"Mar 14, 2021",2150,4,10,10,550,64.6346,2,11589,1.98
GhGM1vYDnIU,2022 Duke Holiday Event for Faculty/Staff,"Dec 7, 2022",1552,4,36,15,579,51.1375,2,7390,2.99
HRwgaZEfm2o,Choral Evensong Worship Service - 11/1/15,"Nov 1, 2015",3536,4,1,3,344,58.2426,0,1069,1.96
I1pgktW97AM,"Service of Tenebrae, Good Friday 2013","Mar 30, 2013",5523,4,35,27,7797,749.3555,7,25198,3.77
INbZh_wqkO8,RSCMA-Carolina Course Closing Evensong - 7/17/22,"Jul 17, 2022",5427,4,127,43,3907,713.8328,18,59686,2.58
Ije_qMApbt4,Catholic Mass - 2/2/14 - 4th Sunday in Ordinary Time,"Feb 2, 2014",4237,4,0,1,1534,147.2724,1,2615,7.3
IlBk0yA7veg,University Worship Service - 7/9/17 - Rev. Dr. Lisa Thompson,"Jul 9, 2017",5158,4,8,5,1537,264.8246,2,6542,4.34
JB4X9FjVWI8,Jazz Vespers - 4/15/21,"Apr 16, 2021",3878,4,74,31,1624,195.4172,15,13871,3.13
JEXfqYFsX-4,Sunday Morning Worship Service - 12/11/22 - Rev. Dr. Luke A. Powery,"Dec 11, 2022",6096,4,12,20,1147,396.3776,3,11915,5.15
JM6uH7et8_Y,Choral Evensong Worship Service - 5/7/17,"May 7, 2017",4166,4,5,8,1400,254.4861,0,4074,4.27
LHkHHWyMBcs,Sounds of Faith: Im Abendrot by Richard Strauss arr. Robert Parkins,"Jul 22, 2020",654,4,11,18,1562,66.4197,8,15076,2.59
MFUQh8yxYc0,Christmas Eve Lessons and Carols,"Dec 25, 2021",5928,4,80,56,5008,1005.2288,15,130868,1.93
NVSKfo-2k5U,Sunday Service - 9/26/10 - Lillian Daniel,"Sep 28, 2010",6115,4,17,22,16493,1512.6751,7,19787,7.08
NhBcZ3qa_V8,Sunday Morning Worship Service - 9/22/19 - Rev. Dr. Carol Gregg,"Sep 22, 2019",4799,4,40,8,1168,235.9104,0,10404,3.6
P9pJU5xejjI,Easter Sunday Service - 4/24/11 - Sam Wells,"Apr 25, 2011",4894,4,16,24,8710,635.3733,6,15608,5.13
PI_Izsv2kLE,2018 Baccalaureate Service (Surnames A–H),"May 11, 2018",5207,4,21,6,792,117.0043,1,10102,2.28
PP0u0vk1vPI,Choral Vespers Worship Service - 10/18/18,"Oct 18, 2018",2438,4,1,6,299,51.4906,-3,8160,1.32
PYcnqMY-X4g,Dr Robert Parkins performs Brahms' Prelude and Fugue in A Min,"Mar 5, 2009",433,4,3,9,6550,57.3794,3,5144,3.65
QC1g98oG-Ws,Duke Catholic Center Easter Vigil,"Apr 20, 2014",8815,4,5,2,1797,153.3464,0,8984,4.74
QFptyoIGsnE,Choral Evensong Worship Service  - 8/27/23,"Aug 28, 2023",3942,4,3,9,545,62.8199,3,9991,3.39
QkPFSmREVQw,May You Abound in Hope (Anne Krentz Organ),"May 3, 2021",144,4,53,28,1615,39.1639,-1,16352,3.17
QqpnBw-DwCo,Choral Vespers Worship Service - 10/28/21,"Oct 28, 2021",2672,4,3,3,243,29.7882,0,6204,2.29
RJBAaXpmgxY,Catholic Mass - 5/20/12 - The Ascension of the Lord,"May 21, 2012",4241,4,7,12,3331,168.6281,3,8461,6.19
ROF0_jDdPk4,Sunday Service - 11/24/13 - Richard Lischer,"Nov 27, 2013",5483,4,2,5,1748,252.6914,1,3709,8.82
Rek-Htf2EGI,Sunday Morning Worship Service - 2/23/20 - Student Preacher,"Feb 23, 2020",4769,4,35,16,1609,345.8814,2,14656,3.94
UzjsXtf8QjE,Sunday Service - 4/18/10 - Will Willimon,"Apr 19, 2010",5375,4,12,13,7959,601.7092,13,11619,4.88
V3TYd8Z6PS0,Sunday Morning Worship Service - 5/23/21 - Rev. Dr. Luke A. Powery,"May 23, 2021",5178,4,21,21,1759,548.257,7,18341,5.17
VGKXpBNhDN4,Sunday Morning Worship Service - 4/14/19 - Dean Luke A. Powery,"Apr 14, 2019",5358,4,19,8,1708,382.8864,2,13975,4.96
VbRVvTusy90,Ash Wednesday Worship Service - 2/26/20,"Feb 26, 2020",3680,4,28,14,1384,163.8223,5,16314,3.79
VqbZ33F9nO0,Catholic Mass - 10/28/12 - 30th Sunday in Ordinary Time,"Oct 29, 2012",3914,4,10,11,9535,716.5063,4,23070,9.15
XPqzkPhwcbk,Jazz Vespers - 11/4/21,"Nov 5, 2021",4190,4,107,23,889,133.9275,4,11505,2.78
XqIiv7H74Fc,Sunday Morning Worship Service - 8/13/23 - Rev. Dr. Carol Gregg,"Aug 14, 2023",4226,4,10,10,933,267.4232,1,12127,4.52
Z6rHdw-Q3F0,"Catholic Mass - 11/25/12 - Our Lord Jesus Christ, King of the Universe","Nov 26, 2012",4032,4,13,13,4103,331.4136,4,15148,4.4
ZjtOfuRZtAw,Choral Evensong Worship Service - 11/4/18,"Nov 4, 2018",5069,4,26,9,996,224.1423,1,10193,3.93
_-T_sFgt5-s,Catholic Mass - 2/17/13 - 1st Sunday of Lent,"Feb 18, 2013",3944,4,4,17,5204,403.1826,10,9000,6.47
_XzqdrX8Ics,Choral Evensong Worship Service - 2/15/15,"Feb 15, 2015",3587,4,0,1,689,93.3097,0,1197,1.67
aEdXuBaZPMk,The Wedding of Min Jin Lee and Robert Won,,5446,4,14,16,452,70.84,2,7,14.29
aVMgzALSG34,Sunday Service - 1/31/10 - Lauren Winner,"Feb 7, 2010",4363,4,11,5,4311,183.1241,3,3405,5.02
aczcg3tCNLc,All-Hallows Eve  - 10/31/11 - Meghan Feldmeyer,"Nov 1, 2011",4724,4,4,4,2447,333.159,0,1955,4.71
b2szVJNQTz8,Catholic Mass - 11/4/12 - 31st Sunday in Ordinary Time,"Nov 5, 2012",3780,4,5,5,2389,161.4294,2,5242,9.4
b9uUD8jZeAA,Jazz Vespers - 11/10/22,"Nov 11, 2022",3919,4,32,18,1197,127.114,8,15233,2.67
cA0Zvy2FByI,Bridge Panel: What to Say When Someone Is Dying,"Mar 24, 2015",4283,4,30,21,3454,679.7799,7,44315,3.26
cTghf59JxS4,Interview with William Willimon on Post-9/11 Sermon,"Dec 2, 2020",623,4,11,8,812,56.2213,3,16129,2.19
cU9aHW84qPI,University Worship Service - 8/28/16 - Luke Powery,"Aug 28, 2016",6059,4,7,7,1434,299.49,3,2997,4
cciOvvdb4Ss,The Duke Chapel Choir,"Aug 21, 2015",191,4,21,17,4368,94.8314,4,12266,4.48
cul9-6s8klo,Sunday Morning Worship Service - 1/24/21 - Rev. Dr. Luke A. Powery,"Jan 24, 2021",4576,4,7,16,1764,526.295,2,15530,4.57
eS1zV29Pn7c,The Wedding of David and Bonnie,,3211,4,7,8,212,23.9358,1,3,33.33
ej6lUeaO7nQ,Choral Evensong Worship Service - 10/02/16,"Oct 2, 2016",3302,4,4,3,575,84.7796,0,1641,2.38
fHJR2ZmD-Co,Organ Recital Series: Robert Parkins' Farewell Recital,"Apr 7, 2025",5584,4,83,67,2132,533.3887,22,18182,5.93
fcsBEsbdo8M,Sunday Morning Worship Service - 12/8/19 - Dean Luke A. Powery,"Dec 8, 2019",5235,4,32,17,1339,295.561,8,9653,4.48
gVAS7K9p3eI,Maundy Thursday Service - 4/1/21 - Rev. Breana van Velzen,"Apr 2, 2021",4256,4,6,10,1131,205.9963,2,14683,4.42
gqX70Q0e3qU,Our First Lady of Jazz: Celebrating Mary Lou Williams,"Apr 15, 2024",5389,4,174,38,2101,318.1201,6,10645,4.71
hCUBF7v_13A,Sunday Service - 5/19/13 - Anathea Portier-Young,"May 19, 2013",5289,4,7,4,1460,186.331,0,2421,3.35
hFb_rdE9RBs,Choral Evensong: All Saints' Requiem Eucharist - 11/3/19,"Nov 3, 2019",5126,4,8,19,1246,257.9931,-1,14179,3.92
i1ryqkCFUq4,Choral Evensong Worship Service - 3/8/20,"Mar 8, 2020",3916,4,15,18,1917,316.4077,4,18604,3.58
igThZWZf3jA,Catholic Mass - 5/13/12 - 6th Sunday of Easter,"May 14, 2012",3916,4,6,5,2194,123.4376,2,6197,6.42
kAwImldaOx4,School of Nursing Winter 2022 Hooding & Recognition Ceremony,"Dec 10, 2022",9326,4,116,41,2634,836.1373,10,24844,2.18
kRYpNgo96tQ,Choral Evensong Worship Service - 9/25/16,"Sep 25, 2016",3837,4,3,5,690,108.7511,1,1871,1.66
lGnaPsXc97g,Sunday Service - 1/19/14 - Vashti McKenzie,"Jan 22, 2014",5684,4,27,29,7253,1035.5972,18,12964,4.55
mdR4Ux-fLPk,Sunday Morning Worship Service - 6/20/21 - Rev. Kathryn Lester-Bacon,"Jun 20, 2021",5035,4,10,16,1145,311.027,0,13348,4.73
mtZsKN7W4u4,Sunday Morning Worship Service - 4/7/24,"Apr 8, 2024",5581,4,21,17,1220,374.1536,8,13866,5.15
oX89v-Wlpe8,Worship Service - 2/8/15 - Adam Hollowell,"Feb 8, 2015",4098,4,3,3,1032,172.2598,1,1909,1.52
of-DXGfVFU8,Jazz Vespers Worship Service - 11/19/19,"Nov 20, 2019",4253,4,53,12,781,107.3007,0,9729,2.81
p2R27fhrqBE,From Darkness to Light,"Dec 3, 2012",4230,4,0,1,118,12.7135,0,0,
pPrqCzCSHFg,Choral Evensong Worship Service - 1/13/19,"Jan 14, 2019",3574,4,4,4,872,157.8999,0,11446,3.34
p_WwVzPGTrQ,Sunday Morning Worship Service - 9/24/23 - Rev. Kathryn Lester-Bacon,"Sep 25, 2023",3913,4,14,10,1072,299.847,2,9449,6.73
pjy9ZU1a2R4,Choral Evensong Worship Service - 7/9/17,"Jul 9, 2017",3604,4,7,8,780,150.0095,0,2523,1.86
qBAEjtvrMeQ,Baccalaureate Service 2021,"Apr 30, 2021",3599,4,29,13,1347,168.8297,3,19413,2.53
rGjKcyrFs1g,University Worship Service - 2/21/16 - Barbara Brown Taylor,"Feb 21, 2016",4549,4,109,48,11235,1846.6052,32,57095,5.04
rSDlwQZYuSc,Choral Evensong Worship Service - 2/9/20,"Feb 9, 2020",4439,4,36,10,1761,376.0584,6,18690,3.79
sI5Ivj8RrtU,Sunday Service - 1/17/10 - Teresa L. Fry Brown,"Jan 18, 2010",5391,4,26,36,7752,674.0496,9,14934,5.46
t5ydFFMEx6k,Sunday Service - 10/24/10 - Sam Wells,"Oct 25, 2010",4740,4,47,11,6022,499.3508,3,8965,6.15
tEhoA05tAdA,Sunday Morning Worship Service - 4/6/25 - Rev. Dr. Richard Lischer,"Apr 7, 2025",5546,4,32,19,1153,382.9034,4,9845,6.34
vOvpwjROneA,Sunday Morning Worship Service - 04/02/23 - Rev. Dr. Sam Wells,"Apr 2, 2023",5176,4,93,42,3912,885.6216,14,29391,5.7
vn-mDi9TnZQ,2022 Hippocratic Oath Ceremony,"May 7, 2022",8966,4,50,26,1757,455.0366,2,14347,3.54
wtmyQqKIzFU,Choral Evensong Worship Service - 9/24/17,"Sep 24, 2017",4598,4,2,8,854,232.7823,1,3800,3.05
wtoRjgy80Fk,Choral Evensong Worship Service - 10/27/19,"Oct 27, 2019",3589,4,1,8,567,124.23,1,8660,2.7
z21H3UkK8Lc,Sunday Morning Worship Service - 2/17/19 - Student Preacher Sunday,"Feb 17, 2019",4948,4,16,9,1137,224.5654,2,9539,4.29
-1oybu1M5dU,Sunday Morning Worship Service - 3/17/24 - Rev. Bruce Puckett,"Mar 18, 2024",4968,3,13,10,1061,360.0739,2,11013,4.7
 -iLxU5Ytkus,Easter Sunday Worship - 3/31/13 - 9AM - Luke Powery,"Mar 31, 2013",5957,3,12,7,7103,711.7721,0,9542,5.36
 -uYZQACeHBY,Sunday Morning Worship Service - 4/21/19 - Dean Luke A. Powery,"Apr 21, 2019",4977,3,47,25,5067,936.1519,5,43641,5.01
 -yPO3gkMAWM,A conversation with GLORIA STEINEM - 4/15/14,"Apr 16, 2014",7647,3,20,6,2336,830.1972,6,2855,2.24
 -zCfar3GJ5Y,Holy Week Noon Service - 4/12/22,"Apr 12, 2022",3006,3,5,6,262,27.536,0,6997,2.2
0TsmBsA2TI0,Sunday Morning Worship Service - 2/21/21 - Rev. Bruce Puckett,"Feb 21, 2021",3600,3,25,7,1393,419.7614,3,13733,4.35
0cymZeROqKk,Sunday Service - 6/5/11 - Samuel Wells,"Jun 6, 2011",4599,3,4,9,1810,133.9207,0,3178,2.45
0twJf9cxOaE,Catholic Mass - 12/2/12 - 1st Sunday of Advent,"Dec 3, 2012",4071,3,12,15,6606,521.5482,8,17184,5.87
0zOcjWS1_f4,Sunday Morning Worship Service - 1/12/20 - Rev. Bruce Puckett,"Jan 12, 2020",5136,3,14,8,1120,291.9045,-2,11310,4.17
18DHPIX_C3c,Choral Evensong Worship Service - 12/1/19,"Dec 1, 2019",3126,3,6,14,807,153.3196,1,10841,3.19
1nh01MQbtQE,Choral Evensong Worship Service - 10/29/17,"Oct 29, 2017",2882,3,4,4,628,130.6018,0,3179,2.39
1rF8dRmxTKY,Organ Recital: J. S. Bach and His Legacy,"Mar 24, 2021",4947,3,56,32,3679,416.2685,16,27994,4.7
1sm-9Z0GiCQ,2016 Baccalaureate Service: Surnames R-Z,"May 14, 2016",6385,3,4,3,774,80.8004,1,1599,3.06
2Iczk2HIMts,2022 Duke Divinity School Opening Convocation,"Sep 6, 2022",4756,3,13,20,1012,111.3904,7,19561,2.88
2pP-ZsO41g8,Duke Chorale Christmas Concert 2022,"Nov 30, 2022",6976,3,53,36,2022,370.9781,15,19423,4.84
2pvANqdMk70,Works by Johann Sebastian Bach (1685-1750),"Feb 10, 2016",3086,3,22,12,1524,126.4921,1,7153,3.98
37WK3g2bY-E,"In Loving Memory:  Dr. LeRoy Walker, Sr.","May 1, 2012",8312,3,1,6,626,28.2273,0,2272,1.63
3QClGHr2ihc,Catholic Mass - 1/29/12 - 4th Sunday in Ordinary Time,"Jan 30, 2012",4460,3,5,6,5682,289.8111,5,5083,7.22
3eEs5A64r-s,Duke Chapel Ministry Team,"Sep 5, 2023",87,3,2,2,300,4.6895,1,10127,1.58
3n-B3KvPgRc,Holy Week Midday Service - 3/30/21 - Angela Cho,"Mar 30, 2021",2841,3,7,12,502,66.841,0,8037,2.38
3vVoFEx6CII,Sunday Morning Worship Service - 1/30/22 - Rev. Dr. Luke A. Powery,"Jan 30, 2022",4395,3,21,21,1553,445.7255,2,15065,5.16
42BgTpDlNSk,Choral Evensong Worship Service - 9/4/16,"Sep 4, 2016",2980,3,6,4,903,119.5744,2,1739,4.2
467C8KQFQcw,School of Nursing Graduation Ceremoney - 12/9/17,"Dec 9, 2017",6727,3,52,17,903,136.7988,2,3495,1.49
4NWL1ep2p1o,Funeral Service for Noah Spivey - 4/5/14 at 10:30AM,"Apr 5, 2014",8866,3,4,9,3800,486.1927,6,7492,6.82
4XEHMsZ5cBA,Sunday Morning Worship Service - 9/29/19 - Dean Luke A. Powery,,751,3,0,0,6,0.0553,0,1209,0.08
4aNDCw3sZ7w,A Conversation with Bishop Eugene Robinson,"Oct 24, 2008",3675,3,1,3,1379,64.8852,0,4229,1.82
4xcZK4W1ETM,Worship Service - 5/3/15 - Luke Powery,"May 3, 2015",5953,3,7,6,2207,417.4365,0,3027,6.28
55eCnhodd6I,Choral Evensong Worship Service - 1/28/18,"Jan 28, 2018",2722,3,3,6,888,133.2649,2,10419,3.24
5fWjrbQRNr4,Christmas Eve Worship Service 11 PM - 12/24/16,"Dec 25, 2016",6674,3,33,16,3923,629.6424,6,8372,3.52
60iqk3GseTk,Sunday Service - 4/17/11 - Sam Wells,"Apr 18, 2011",4820,3,6,7,3875,226.8491,4,6061,5.66
6HO7bUnxdEg,Sunday Morning Worship Service - 3/14/21 - Rev. Dr. David Emmanuel Goatley,"Mar 14, 2021",4975,3,23,20,3161,483.3439,11,37870,4.26
6Z2xzKFQvCk,Christmas Eve Lessons and Carols - 12/24/24,"Dec 25, 2024",6486,3,67,38,2521,703.2594,8,28467,5.54
6dmd4xGKEcQ,Divinity School Opening Convocation,"Aug 30, 2016",3813,3,12,5,744,113.9802,0,1232,1.38
6ifp9nd2gVI,Catholic Mass - 2/10/13 - 5th Sunday in Ordinary Time,"Feb 11, 2013",4470,3,8,18,4024,282.0776,1,7900,8.99
77jSyEQX4fw,"Ph.D. Hooding Ceremony: Biological and Biomedical Sciences, Physical Sciences, and Engineering","Sep 25, 2021",5116,3,39,15,1086,131.8898,1,18212,2.37
7U49nPV1csc,Sunday Morning Worship Service - 6/27/21 - Dean Luke A. Powery,"Jun 27, 2021",4546,3,7,15,1000,328.1879,2,14640,4.13
8Lm5hhEzrAI,Sunday Morning Worship Service - 12/27/20 - Rev.Bruce Puckett,"Dec 27, 2020",3320,3,9,17,1134,260.5103,1,10053,3.98
8mRAY-s_MCg,"Schaffe in mir, Gott (Johannes Brahms)","Feb 23, 2021",124,3,51,30,1713,52.403,-1,10539,4.24
9eV8g1l4Mew,Sunday Service - 7/12/09 - Warren Smith,"Jul 17, 2009",5255,3,3,7,1477,75.1752,3,1918,3.28
AJJfWG0wsEY,Service of Tenebrae - 4/14/17 - Luke Powery,"Apr 15, 2017",4823,3,5,7,1124,165.7795,1,3634,6.91
AQl1QuqHkCM,Preaching and the Public Square,"Feb 28, 2019",4505,3,34,11,1299,315.3181,3,26414,1.15
AkbVus2D8IM,Sunday Morning Worship Service - 4/28/24,"Apr 28, 2024",4725,3,5,9,582,122.4255,0,7071,4.86
AzTkpvWkGJg,Choral Evensong Worship Service - 10/13/19,"Oct 15, 2019",3425,3,2,16,967,133.3706,4,11972,3.6
