# ----------------------------------------
# Duke Chapel - GA4
# DCDevelopment_UTMs Granular by Date+Hour-Free form 1
# 20240224-20250423
# ----------------------------------------

Date + hour (YYYYMMDDHH),Manual campaign name,Manual source / medium,Manual source platform,Manual ad content,Sessions,Engaged sessions,Key events,Engagement rate,Session key event rate,Event value
,,,,,16833,16816,32283.000000000007,0.9989900790114655,1,0,Grand total
2025042011,(organic),google / organic,(not set),(not set),70,70,103.440079,1,1,0
2025042010,(organic),google / organic,(not set),(not set),57,57,71.9892,1,1,0
2025030211,(organic),google / organic,(not set),(not set),41,41,157.622002,1,1,0
2025041311,(organic),google / organic,(not set),(not set),39,39,85,1,1,0
2024120811,(organic),google / organic,(not set),(not set),35,35,66,1,1,0
2025042009,(organic),google / organic,(not set),(not set),35,35,41,1,1,0
2025032311,(organic),google / organic,(not set),(not set),29,29,134,1,1,0
2024101311,(organic),google / organic,(not set),(not set),28,28,47,1,1,0
2024090110,(organic),google / organic,(not set),(not set),26,26,53,1,1,0
2024090111,(organic),google / organic,(not set),(not set),26,26,55,1,1,0
2025030210,(organic),google / organic,(not set),(not set),26,26,92,1,1,0
2024092911,(organic),google / organic,(not set),(not set),25,25,69,1,1,0
2024120111,(organic),google / organic,(not set),(not set),24,24,40,1,1,0
2025020910,(organic),google / organic,(not set),(not set),24,24,105,1,1,0
2025040611,(organic),google / organic,(not set),(not set),24,24,109,1,1,0
2024091511,(organic),google / organic,(not set),(not set),23,23,43,1,1,0
2024111010,(organic),google / organic,(not set),(not set),23,23,40,1,1,0
2024122211,(organic),google / organic,(not set),(not set),23,23,43,1,1,0
2025042008,(organic),google / organic,(not set),(not set),23,23,26.153703,1,1,0
2024081811,(organic),google / organic,(not set),(not set),22,22,41,1,1,0
2025010510,(organic),google / organic,(not set),(not set),22,22,33,1,1,0
2025020911,(organic),google / organic,(not set),(not set),22,22,78.270647,1,1,0
2025021611,(organic),google / organic,(not set),(not set),22,22,61,1,1,0
2024100610,(organic),google / organic,(not set),(not set),21,21,42,1,1,0
2024120110,(organic),google / organic,(not set),(not set),21,21,34,1,1,0
2025033011,(organic),google / organic,(not set),(not set),21,21,75,1,1,0
2025042011,(not set),(not set),(not set),,21,20,39,0.9523809523809523,1,0
2024081111,(organic),google / organic,(not set),(not set),20,20,41,1,1,0
2024112410,(organic),google / organic,(not set),(not set),20,20,27,1,1,0
2024112411,(organic),google / organic,(not set),(not set),20,20,54,1,1,0
2024122423,(organic),google / organic,(not set),(not set),20,20,23,1,1,0
2025011210,(organic),google / organic,(not set),(not set),20,20,32,1,1,0
2025021610,(organic),google / organic,(not set),(not set),20,20,76,1,1,0
2025022310,(organic),google / organic,(not set),(not set),20,20,73,1,1,0
2025031611,(organic),google / organic,(not set),(not set),20,20,43,1,1,0
2025033010,(organic),google / organic,(not set),(not set),20,20,59,1,1,0
2025040610,(organic),google / organic,(not set),(not set),20,20,51.98231,1,1,0
2024072811,(organic),google / organic,(not set),(not set),19,19,32,1,1,0
2024082511,(organic),google / organic,(not set),(not set),19,19,36,1,1,0
2024090810,(organic),google / organic,(not set),(not set),19,19,23,1,1,0
2024092210,(organic),google / organic,(not set),(not set),19,19,36.99998,1,1,0
2024092211,(organic),google / organic,(not set),(not set),19,19,40,1,1,0
2024102710,(organic),google / organic,(not set),(not set),19,19,32.998902,1,1,0
2024111011,(organic),google / organic,(not set),(not set),19,19,29,1,1,0
2024121510,(organic),google / organic,(not set),(not set),19,19,27,1,1,0
2024122911,(organic),google / organic,(not set),(not set),19,19,24,1,1,0
2025041920,(organic),google / organic,(not set),(not set),19,19,20,1,1,0
2025042012,(organic),google / organic,(not set),(not set),19,19,19,1,1,0
2024100611,(organic),google / organic,(not set),(not set),18,18,25,1,1,0
2024101310,(organic),google / organic,(not set),(not set),18,18,29,1,1,0
2024110311,(organic),google / organic,(not set),(not set),18,18,35,1,1,0
2024111710,(organic),google / organic,(not set),(not set),18,18,24,1,1,0
2024120810,(organic),google / organic,(not set),(not set),18,18,29,1,1,0
2025011211,(organic),google / organic,(not set),(not set),18,18,32.0003,1,1,0
2025022311,(organic),google / organic,(not set),(not set),18,18,67,1,1,0
2025032310,(organic),google / organic,(not set),(not set),18,18,90,1,1,0
2025041309,(organic),google / organic,(not set),(not set),18,18,30,1,1,0
2025041818,(organic),google / organic,(not set),(not set),18,18,19.99426,1,1,0
2025041819,(organic),google / organic,(not set),(not set),18,18,23.99426,1,1,0
2024080411,(organic),google / organic,(not set),(not set),17,17,26,1,1,0
2024090811,(organic),google / organic,(not set),(not set),17,17,28,1,1,0
2024092910,(organic),google / organic,(not set),(not set),17,17,28,1,1,0
2024102010,(organic),google / organic,(not set),(not set),17,17,24,1,1,0
2025041310,(organic),google / organic,(not set),(not set),17,17,102,1,1,0
2025041312,(organic),google / organic,(not set),(not set),17,17,33,1,1,0
2025041720,(organic),google / organic,(not set),(not set),17,17,31,1,1,0
2025041922,(organic),google / organic,(not set),(not set),17,17,24,1,1,0
2024072810,(organic),google / organic,(not set),(not set),16,16,24,1,1,0
2024110310,(organic),google / organic,(not set),(not set),16,16,32,1,1,0
2024122210,(organic),google / organic,(not set),(not set),16,16,30,1,1,0
2025011911,(organic),google / organic,(not set),(not set),16,16,29,1,1,0
2025020210,(organic),google / organic,(not set),(not set),16,16,26,1,1,0
2025020211,(organic),google / organic,(not set),(not set),16,16,39,1,1,0
2024081110,(organic),google / organic,(not set),(not set),15,15,19,1,1,0
2024082510,(organic),google / organic,(not set),(not set),15,15,32.644728,1,1,0
2024090112,(organic),google / organic,(not set),(not set),15,15,22,1,1,0
2024111711,(organic),google / organic,(not set),(not set),15,15,27,1,1,0
2025011910,(organic),google / organic,(not set),(not set),15,15,25,1,1,0
2025020910,(not set),(not set),(not set),,15,14,82,0.9333333333333333,1,0
2025041811,(organic),google / organic,(not set),(not set),15,14,20,0.9333333333333333,1,0
2025041814,(organic),google / organic,(not set),(not set),15,15,19.5,1,1,0
2024081809,(organic),google / organic,(not set),(not set),14,14,35,1,1,0
2024081810,(organic),google / organic,(not set),(not set),14,14,20,1,1,0
2024090109,(organic),google / organic,(not set),(not set),14,14,25,1,1,0
2024092212,(organic),google / organic,(not set),(not set),14,14,17,1,1,0
2024102711,(organic),google / organic,(not set),(not set),14,14,23,1,1,0
2024110309,(organic),google / organic,(not set),(not set),14,14,23.999709,1,1,0
2024121511,(organic),google / organic,(not set),(not set),14,14,25,1,1,0
2024122411,(organic),google / organic,(not set),(not set),14,14,15,1,1,0
2025030208,(organic),google / organic,(not set),(not set),14,14,35,1,1,0
2025041308,(organic),google / organic,(not set),(not set),14,14,40.589432,1,1,0
2025042006,(organic),google / organic,(not set),(not set),14,14,19,1,1,0
2024080410,(organic),google / organic,(not set),(not set),13,13,22,1,1,0
2024082508,(organic),google / organic,(not set),(not set),13,13,16,1,1,0
2024102011,(organic),google / organic,(not set),(not set),13,13,25,1,1,0
2024102714,(organic),google / organic,(not set),(not set),13,13,17,1,1,0
2024122415,(organic),google / organic,(not set),(not set),13,13,18,1,1,0
2024122910,(organic),google / organic,(not set),(not set),13,13,17,1,1,0
2025030911,(organic),google / organic,(not set),(not set),13,13,37,1,1,0
2025032309,(organic),google / organic,(not set),(not set),13,13,30,1,1,0
2025041314,(organic),google / organic,(not set),(not set),13,13,30.171512,1,1,0
2025041715,(organic),google / organic,(not set),(not set),13,13,19.995484,1,1,0
2025041813,(organic),google / organic,(not set),(not set),13,13,16,1,1,0
2025041816,(organic),google / organic,(not set),(not set),13,13,14,1,1,0
2025041917,(organic),google / organic,(not set),(not set),13,13,18,1,1,0
2025041921,(organic),google / organic,(not set),(not set),13,13,14.994524,1,1,0
2025042015,(organic),google / organic,(not set),(not set),13,13,15,1,1,0
2024101221,(organic),google / organic,(not set),(not set),12,12,19,1,1,0
2024102012,(organic),google / organic,(not set),(not set),12,12,18,1,1,0
2024110308,(organic),google / organic,(not set),(not set),12,12,16,1,1,0
2024111008,(organic),google / organic,(not set),(not set),12,12,20,1,1,0
2024112409,(organic),google / organic,(not set),(not set),12,12,17,1,1,0
2024121513,(organic),google / organic,(not set),(not set),12,12,15,1,1,0
2024122414,(organic),google / organic,(not set),(not set),12,12,16,1,1,0
2024122421,(organic),google / organic,(not set),(not set),12,12,13,1,1,0
2025011909,(organic),google / organic,(not set),(not set),12,12,15,1,1,0
2025022309,(organic),google / organic,(not set),(not set),12,12,20,1,1,0
2025031610,(organic),google / organic,(not set),(not set),12,12,36,1,1,0
2025032312,(organic),google / organic,(not set),(not set),12,12,28,1,1,0
2025041821,(organic),google / organic,(not set),(not set),12,12,14.99426,1,1,0
2025041918,(organic),google / organic,(not set),(not set),12,12,18,1,1,0
2025042013,(organic),google / organic,(not set),(not set),12,12,15,1,1,0
2024072808,(organic),google / organic,(not set),(not set),11,11,20,1,1,0
2024090809,(organic),google / organic,(not set),(not set),11,11,15,1,1,0
2024091510,(organic),google / organic,(not set),(not set),11,11,18,1,1,0
2024101315,(organic),google / organic,(not set),(not set),11,11,15,1,1,0
2024102712,(organic),google / organic,(not set),(not set),11,11,19,1,1,0
2024122410,(organic),google / organic,(not set),(not set),11,11,12,1,1,0
2024122416,(organic),google / organic,(not set),(not set),11,11,13,1,1,0
2025041310,(not set),(not set),(not set),,11,11,37,1,1,0
2025041313,(organic),google / organic,(not set),(not set),11,11,15.999264,1,1,0
2025041618,(organic),google / organic,(not set),(not set),11,11,19,1,1,0
2025041619,(organic),google / organic,(not set),(not set),11,11,19,1,1,0
2025041718,(organic),google / organic,(not set),(not set),11,11,14,1,1,0
2024072720,(organic),google / organic,(not set),(not set),10,10,17,1,1,0
2024072809,(organic),google / organic,(not set),(not set),10,10,22,1,1,0
2024092209,(organic),google / organic,(not set),(not set),10,10,12,1,1,0
2024092216,(organic),google / organic,(not set),(not set),10,10,13,1,1,0
2024111009,(organic),google / organic,(not set),(not set),10,10,14,1,1,0
2024111012,(organic),google / organic,(not set),(not set),10,10,23,1,1,0
2024111418,(organic),google / organic,(not set),(not set),10,10,13,1,1,0
2024112419,(organic),google / organic,(not set),(not set),10,10,11,1,1,0
2024122417,(organic),google / organic,(not set),(not set),10,10,11,1,1,0
2024122419,(organic),google / organic,(not set),(not set),10,10,10,1,1,0
2024122422,(organic),google / organic,(not set),(not set),10,10,13,1,1,0
2024122909,(organic),google / organic,(not set),(not set),10,10,12,1,1,0
2025010509,(organic),google / organic,(not set),(not set),10,10,18,1,1,0
2025010511,(organic),google / organic,(not set),(not set),10,10,18,1,1,0
2025011209,(organic),google / organic,(not set),(not set),10,10,17,1,1,0
2025020212,(organic),google / organic,(not set),(not set),10,10,27,1,1,0
2025022221,(organic),google / organic,(not set),(not set),10,10,29,1,1,0
2025022314,(organic),google / organic,(not set),(not set),10,10,27,1,1,0
2025032310,(not set),(not set),(not set),,10,10,20,1,1,0
2025032315,(organic),google / organic,(not set),(not set),10,10,25,1,1,0
2025033009,(organic),google / organic,(not set),(not set),10,10,41,1,1,0
2025033010,(not set),(not set),(not set),,10,10,40,1,1,0
2025041219,(organic),google / organic,(not set),(not set),10,10,15,1,1,0
2025041316,(organic),google / organic,(not set),(not set),10,10,37,1,1,0
2025041615,(organic),google / organic,(not set),(not set),10,10,12,1,1,0
2025041710,(organic),google / organic,(not set),(not set),10,10,12.497314,1,1,0
2025041716,(organic),google / organic,(not set),(not set),10,10,28,1,1,0
2025041817,(organic),google / organic,(not set),(not set),10,10,10,1,1,0
2025041923,(organic),google / organic,(not set),(not set),10,10,10,1,1,0
2025042007,(organic),google / organic,(not set),(not set),10,10,13.506271,1,1,0
2025042014,(organic),google / organic,(not set),(not set),10,10,11,1,1,0
2024082509,(organic),google / organic,(not set),(not set),9,9,13,1,1,0
2024082512,(organic),google / organic,(not set),(not set),9,9,16,1,1,0
2024090110,(not set),(not set),(not set),,9,9,13,1,1,0
2024090721,(organic),google / organic,(not set),(not set),9,9,12.999617,1,1,0
2024090813,(organic),google / organic,(not set),(not set),9,9,15,1,1,0
2024090816,(organic),google / organic,(not set),(not set),9,9,12,1,1,0
2024091513,(organic),google / organic,(not set),(not set),9,9,15,1,1,0
2024092213,(organic),google / organic,(not set),(not set),9,9,16,1,1,0
2024092910,(not set),(not set),(not set),,9,9,16,1,1,0
2024100611,(not set),(not set),(not set),,9,9,11,1,1,0
2024101314,(organic),google / organic,(not set),(not set),9,9,12,1,1,0
2024102708,(organic),google / organic,(not set),(not set),9,9,13,1,1,0
2024102709,(organic),google / organic,(not set),(not set),9,9,14,1,1,0
2024102713,(organic),google / organic,(not set),(not set),9,9,19,1,1,0
2024110307,(organic),google / organic,(not set),(not set),9,9,14,1,1,0
2024111417,(organic),google / organic,(not set),(not set),9,9,10,1,1,0
2024111419,(organic),google / organic,(not set),(not set),9,9,10,1,1,0
2024111715,(organic),google / organic,(not set),(not set),9,9,9,1,1,0
2024112412,(organic),google / organic,(not set),(not set),9,9,14,1,1,0
2024122413,(organic),google / organic,(not set),(not set),9,9,16,1,1,0
2025020209,(organic),google / organic,(not set),(not set),9,9,22,1,1,0
2025020914,(organic),google / organic,(not set),(not set),9,9,23,1,1,0
2025021610,(not set),(not set),(not set),,9,8,26,0.8888888888888888,1,0
2025022308,(organic),google / organic,(not set),(not set),9,9,26,1,1,0
2025033008,(organic),google / organic,(not set),(not set),9,9,27,1,1,0
2025040611,(not set),(not set),(not set),,9,9,46,1,1,0
2025040612,(organic),google / organic,(not set),(not set),9,9,15,1,1,0
2025041221,(organic),google / organic,(not set),(not set),9,9,15,1,1,0
2025041614,(organic),google / organic,(not set),(not set),9,9,8,1,1,0
2025041711,(organic),google / organic,(not set),(not set),9,9,9,1,1,0
2025041713,(organic),google / organic,(not set),(not set),9,9,14,1,1,0
2025041719,(organic),google / organic,(not set),(not set),9,9,9,1,1,0
2025041809,(organic),google / organic,(not set),(not set),9,9,8,1,1,0
2025041812,(organic),google / organic,(not set),(not set),9,9,10,1,1,0
2025041912,(organic),google / organic,(not set),(not set),9,9,13,1,1,0
2025041913,(organic),google / organic,(not set),(not set),9,9,10,1,1,0
2025041914,(organic),google / organic,(not set),(not set),9,9,23,1,1,0
2025041919,(organic),google / organic,(not set),(not set),9,9,10,1,1,0
2024080409,(organic),google / organic,(not set),(not set),8,8,14,1,1,0
2024082510,(not set),(not set),(not set),,8,8,13,1,1,0
2024083121,(organic),google / organic,(not set),(not set),8,8,12,1,1,0
2024091501,(organic),google / organic,(not set),(not set),8,8,11,1,1,0
2024091515,(organic),google / organic,(not set),(not set),8,8,14,1,1,0
2024092908,(organic),google / organic,(not set),(not set),8,8,9.333286,1,1,0
2024092909,(organic),google / organic,(not set),(not set),8,8,14,1,1,0
2024092912,(organic),google / organic,(not set),(not set),8,8,16,1,1,0
2024101219,(organic),google / organic,(not set),(not set),8,8,13,1,1,0
2024101222,(organic),google / organic,(not set),(not set),8,8,17,1,1,0
2024101309,(organic),google / organic,(not set),(not set),8,8,11,1,1,0
2024102015,(organic),google / organic,(not set),(not set),8,8,8,1,1,0
2024102716,(organic),google / organic,(not set),(not set),8,8,12,1,1,0
2024110316,(organic),google / organic,(not set),(not set),8,8,10,1,1,0
2024111708,(organic),google / organic,(not set),(not set),8,8,16,1,1,0
2024112321,(organic),google / organic,(not set),(not set),8,8,12.5,1,1,0
2024112408,(organic),google / organic,(not set),(not set),8,8,12,1,1,0
2024120109,(organic),google / organic,(not set),(not set),8,8,14,1,1,0
2024121422,(organic),google / organic,(not set),(not set),8,8,12,1,1,0
2024121508,(organic),google / organic,(not set),(not set),8,8,10,1,1,0
2024121509,(organic),google / organic,(not set),(not set),8,8,14,1,1,0
2024122212,(organic),google / organic,(not set),(not set),8,8,10,1,1,0
2024122509,(organic),google / organic,(not set),(not set),8,8,10,1,1,0
2024122517,(organic),google / organic,(not set),(not set),8,8,10,1,1,0
2025010512,(organic),google / organic,(not set),(not set),8,8,9,1,1,0
2025020215,(organic),google / organic,(not set),(not set),8,8,15,1,1,0
2025020909,(organic),google / organic,(not set),(not set),8,8,17,1,1,0
2025022312,(organic),google / organic,(not set),(not set),8,8,11,1,1,0
2025030209,(organic),google / organic,(not set),(not set),8,8,40,1,1,0
2025030212,(organic),google / organic,(not set),(not set),8,8,16,1,1,0
2025030911,(not set),(not set),(not set),,8,8,42,1,1,0
2025031613,(organic),google / organic,(not set),(not set),8,8,16,1,1,0
2025032308,(organic),google / organic,(not set),(not set),8,8,17,1,1,0
2025032316,(organic),google / organic,(not set),(not set),8,8,18,1,1,0
2025033011,(not set),(not set),(not set),,8,8,48,1,1,0
2025040608,(organic),google / organic,(not set),(not set),8,8,23,1,1,0
2025041319,(organic),google / organic,(not set),(not set),8,8,16,1,1,0
2025041411,(organic),google / organic,(not set),(not set),8,8,14,1,1,0
2025041714,(organic),google / organic,(not set),(not set),8,8,9,1,1,0
2025041807,(organic),google / organic,(not set),(not set),8,8,9,1,1,0
2025041808,(organic),google / organic,(not set),(not set),8,8,9,1,1,0
2025041810,(organic),google / organic,(not set),(not set),8,8,10,1,1,0
2025042009,(not set),(not set),(not set),,8,8,8,1,1,0
2025042016,(organic),google / organic,(not set),(not set),8,8,9.99524,1,1,0
2025042018,(organic),google / organic,(not set),(not set),8,8,10.982648,1,1,0
2024072819,(organic),google / organic,(not set),(not set),7,7,9,1,1,0
2024081108,(organic),google / organic,(not set),(not set),7,7,13,1,1,0
2024083120,(organic),google / organic,(not set),(not set),7,7,11,1,1,0
2024090108,(organic),google / organic,(not set),(not set),7,7,9,1,1,0
2024090720,(organic),google / organic,(not set),(not set),7,7,13,1,1,0
2024090811,(not set),(not set),(not set),,7,7,8,1,1,0
2024091508,(organic),google / organic,(not set),(not set),7,7,9,1,1,0
2024091816,(organic),google / organic,(not set),(not set),7,7,19,1,1,0
2024092915,(organic),google / organic,(not set),(not set),7,7,12,1,1,0
2024100610,(not set),(not set),(not set),,7,7,11,1,1,0
2024100620,(organic),google / organic,(not set),(not set),7,7,10,1,1,0
2024101311,(not set),(not set),(not set),,7,7,7,1,1,0
2024102009,(organic),google / organic,(not set),(not set),7,7,12,1,1,0
2024102622,(organic),google / organic,(not set),(not set),7,7,8,1,1,0
2024102710,(not set),(not set),(not set),,7,7,14,1,1,0
2024110315,(organic),google / organic,(not set),(not set),7,7,9,1,1,0
2024112410,(not set),(not set),(not set),,7,7,11,1,1,0
2024120108,(organic),google / organic,(not set),(not set),7,7,11,1,1,0
2024120112,(organic),google / organic,(not set),(not set),7,7,9,1,1,0
2024120722,(organic),google / organic,(not set),(not set),7,7,9,1,1,0
2024120810,(not set),(not set),(not set),,7,7,10,1,1,0
2024120817,(organic),google / organic,(not set),(not set),7,7,8,1,1,0
2024121421,(organic),google / organic,(not set),(not set),7,7,11,1,1,0
2024121507,(organic),google / organic,(not set),(not set),7,7,15,1,1,0
2024121510,(not set),(not set),(not set),,7,7,16,1,1,0
2024121514,(organic),google / organic,(not set),(not set),7,7,7,1,1,0
2024121516,(organic),google / organic,(not set),(not set),7,7,10,1,1,0
2024122119,(organic),google / organic,(not set),(not set),7,7,14,1,1,0
2024122121,(organic),google / organic,(not set),(not set),7,7,11,1,1,0
2024122318,(organic),google / organic,(not set),(not set),7,7,13,1,1,0
2024122412,(organic),google / organic,(not set),(not set),7,7,7,1,1,0
2024122420,(organic),google / organic,(not set),(not set),7,7,6.645522,1,1,0
2024122611,(organic),google / organic,(not set),(not set),7,7,13,1,1,0
2025011118,(organic),google / organic,(not set),(not set),7,7,12,1,1,0
2025011915,(organic),google / organic,(not set),(not set),7,7,9,1,1,0
2025020121,(organic),google / organic,(not set),(not set),7,7,9,1,1,0
2025020214,(organic),google / organic,(not set),(not set),7,7,27,1,1,0
2025020917,(organic),google / organic,(not set),(not set),7,7,22,1,1,0
2025021609,(organic),google / organic,(not set),(not set),7,7,12,1,1,0
2025021612,(organic),google / organic,(not set),(not set),7,7,15,1,1,0
2025022311,(not set),(not set),(not set),,7,7,20,1,1,0
2025022313,(organic),google / organic,(not set),(not set),7,7,12,1,1,0
2025022315,(organic),google / organic,(not set),(not set),7,7,11,1,1,0
2025030519,(organic),google / organic,(not set),(not set),7,7,16,1,1,0
2025030910,(organic),google / organic,(not set),(not set),7,7,31,1,1,0
2025031608,(organic),google / organic,(not set),(not set),7,7,23,1,1,0
2025032321,(organic),google / organic,(not set),(not set),7,7,17,1,1,0
2025040503,(not set),(not set),(not set),,7,6,81,0.8571428571428571,1,0
2025040521,(organic),google / organic,(not set),(not set),7,7,21,1,1,0
2025041223,(organic),google / organic,(not set),(not set),7,7,15,1,1,0
2025041318,(organic),google / organic,(not set),(not set),7,7,17,1,1,0
2025041320,(organic),google / organic,(not set),(not set),7,7,18,1,1,0
2025041322,(organic),google / organic,(not set),(not set),7,7,35,1,1,0
2025041610,(organic),google / organic,(not set),(not set),7,7,14,1,1,0
2025041708,(organic),google / organic,(not set),(not set),7,7,7,1,1,0
2025041722,(organic),google / organic,(not set),(not set),7,7,14,1,1,0
2025041815,(organic),google / organic,(not set),(not set),7,7,7,1,1,0
2025041820,(organic),google / organic,(not set),(not set),7,7,20,1,1,0
2025041915,(organic),google / organic,(not set),(not set),7,7,15,1,1,0
2025041916,(organic),google / organic,(not set),(not set),7,6,7,0.8571428571428571,1,0
2025042011,duke_chapelnewsletter20250415,email / newsletter,(not set),featured_section_holyweek_button,7,7,19,1,1,0
2025042021,(organic),google / organic,(not set),(not set),7,7,11,1,1,0
2024072714,(organic),google / organic,(not set),(not set),6,6,9,1,1,0
2024072721,(organic),google / organic,(not set),(not set),6,6,6,1,1,0
2024072812,(organic),google / organic,(not set),(not set),6,6,10,1,1,0
2024080322,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2024080408,(organic),google / organic,(not set),(not set),6,6,12,1,1,0
2024081020,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2024081107,(organic),google / organic,(not set),(not set),6,6,11,1,1,0
2024081109,(organic),google / organic,(not set),(not set),6,6,14,1,1,0
2024081721,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2024081810,(not set),(not set),(not set),,6,6,7,1,1,0
2024081815,(organic),google / organic,(not set),(not set),6,6,11,1,1,0
2024082417,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2024082500,(organic),google / organic,(not set),(not set),6,6,12,1,1,0
2024082507,(organic),google / organic,(not set),(not set),6,6,9,1,1,0
2024082513,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2024082517,(organic),google / organic,(not set),(not set),6,6,10.062226,1,1,0
2024083119,(organic),google / organic,(not set),(not set),6,6,15,1,1,0
2024090107,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2024090722,(organic),google / organic,(not set),(not set),6,6,9,1,1,0
2024090812,(organic),google / organic,(not set),(not set),6,6,10,1,1,0
2024090914,(organic),google / organic,(not set),(not set),6,6,6,1,1,0
2024091509,(organic),google / organic,(not set),(not set),6,6,13,1,1,0
2024091519,(organic),google / organic,(not set),(not set),6,6,9,1,1,0
2024092214,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2024092215,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2024092907,(organic),google / organic,(not set),(not set),6,6,6.999858,1,1,0
2024092914,(organic),google / organic,(not set),(not set),6,6,11,1,1,0
2024092919,(organic),google / organic,(not set),(not set),6,6,9,1,1,0
2024100612,(organic),google / organic,(not set),(not set),6,6,13,1,1,0
2024100615,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2024100616,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2024101216,(organic),google / organic,(not set),(not set),6,6,9,1,1,0
2024101217,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2024101312,(organic),google / organic,(not set),(not set),6,5,8,0.8333333333333334,1,0
2024101319,(organic),google / organic,(not set),(not set),6,6,11,1,1,0
2024101921,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2024102000,(organic),google / organic,(not set),(not set),6,6,12,1,1,0
2024102612,(organic),google / organic,(not set),(not set),6,6,12,1,1,0
2024102617,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2024102623,(organic),google / organic,(not set),(not set),6,6,11,1,1,0
2024102715,(organic),google / organic,(not set),(not set),6,6,6,1,1,0
2024102721,(organic),google / organic,(not set),(not set),6,6,10,1,1,0
2024110221,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2024110313,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2024111018,(organic),google / organic,(not set),(not set),6,6,18,1,1,0
2024111019,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2024111021,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2024111121,(organic),google / organic,(not set),(not set),6,6,13,1,1,0
2024111221,(organic),google / organic,(not set),(not set),6,6,6,1,1,0
2024111409,(organic),google / organic,(not set),(not set),6,6,6,1,1,0
2024111414,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2024111621,(organic),google / organic,(not set),(not set),6,6,9,1,1,0
2024111707,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2024111712,(organic),google / organic,(not set),(not set),6,6,12,1,1,0
2024111713,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2024112315,(organic),google / organic,(not set),(not set),6,6,9,1,1,0
2024112316,(organic),google / organic,(not set),(not set),6,6,10,1,1,0
2024112414,(organic),google / organic,(not set),(not set),6,6,16,1,1,0
2024112415,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2024113013,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2024120113,(organic),google / organic,(not set),(not set),6,6,11,1,1,0
2024120511,(organic),google / organic,(not set),(not set),6,6,12,1,1,0
2024120812,(organic),google / organic,(not set),(not set),6,6,9,1,1,0
2024120818,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2024120821,(organic),google / organic,(not set),(not set),6,6,11,1,1,0
2024121512,(organic),google / organic,(not set),(not set),6,6,12,1,1,0
2024121515,(organic),google / organic,(not set),(not set),6,6,10,1,1,0
2024122112,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2024122208,(organic),google / organic,(not set),(not set),6,6,9,1,1,0
2024122210,(not set),(not set),(not set),,6,6,10,1,1,0
2024122314,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2024122320,(organic),google / organic,(not set),(not set),6,6,6.00013,1,1,0
2024122407,(organic),google / organic,(not set),(not set),6,6,11,1,1,0
2024122814,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2024122817,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2024122908,(organic),google / organic,(not set),(not set),6,6,11,1,1,0
2024122917,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2025010420,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2025010516,(organic),google / organic,(not set),(not set),6,6,6,1,1,0
2025011208,(organic),google / organic,(not set),(not set),6,6,9,1,1,0
2025011213,(organic),google / organic,(not set),(not set),6,6,6,1,1,0
2025011907,(organic),google / organic,(not set),(not set),6,6,8,1,1,0
2025011908,(organic),google / organic,(not set),(not set),6,6,11,1,1,0
2025011912,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2025011916,(organic),google / organic,(not set),(not set),6,6,9,1,1,0
2025020116,(organic),google / organic,(not set),(not set),6,6,9,1,1,0
2025020119,(organic),google / organic,(not set),(not set),6,6,17,1,1,0
2025020220,(organic),google / organic,(not set),(not set),6,6,22,1,1,0
2025020815,(organic),google / organic,(not set),(not set),6,6,10,1,1,0
2025020909,(not set),(not set),(not set),,6,6,11,1,1,0
2025020916,(organic),google / organic,(not set),(not set),6,6,9,1,1,0
2025021520,(organic),google / organic,(not set),(not set),6,6,14,1,1,0
2025021608,(organic),google / organic,(not set),(not set),6,6,7,1,1,0
2025021611,(not set),(not set),(not set),,6,6,17,1,1,0
